identifier,start_date,end_date,type,production_type,status,name,installed_capacity,available_capacity,unit_type 
EC-EDF-05470-EDF-H-00065405,2020-11-12T13:30:00+01:00,2020-11-12T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065408,2020-11-10T16:00:00+01:00,2020-11-10T17:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,ACTIVE,CHEYLAS 2,259,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065409,2020-11-10T16:11:00+01:00,2020-11-10T18:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 9,157,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065410,2020-11-10T16:11:00+01:00,2020-11-10T18:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 10,170,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065414,2020-11-11T09:17:00+01:00,2020-11-11T13:54:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 1,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065416,2020-11-11T10:35:00+01:00,2020-11-11T13:20:00+01:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,POUGET,447,217,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065420,2020-11-11T20:25:00+01:00,2020-11-11T22:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,AIGLE 6,146,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065442,2020-11-13T09:00:00+01:00,2020-11-13T12:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,COCHE,384,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-T-00050795,2020-11-11T01:00:00+01:00,2020-11-11T05:40:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,INACTIVE,DAMPIERRE 3,890,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050809,2020-11-13T16:00:00+01:00,2020-11-15T15:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,ST LAURENT 1,915,340,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050819,2020-11-09T00:00:00+01:00,2020-11-13T16:30:00+01:00,PLANNED_MAINTENANCE,FOSSIL_HARD_COAL,INACTIVE,HAVRE 4,580,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050846,2020-11-10T03:30:00+01:00,2020-11-10T08:00:00+01:00,PLANNED_MAINTENANCE,FOSSIL_GAS,ACTIVE,BOUCHAIN 7,585,585,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050891,2020-11-11T10:58:00+01:00,2020-11-12T20:00:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,DAMPIERRE 3,890,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050892,2020-11-13T02:30:00+01:00,2020-11-13T06:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 2,915,720,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050905,2020-11-12T11:45:00+01:00,2020-11-14T18:30:00+01:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,MARTIGUES PONTEAU 6,465,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050922,2020-11-13T18:30:00+01:00,2020-11-14T23:30:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,DAMPIERRE 3,890,0,GENERATING_UNIT
EC-GDFS-139f7dd60ccff408e9ac,2020-11-13T15:20:00+01:00,2020-11-13T23:00:00+01:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,CYCOFOS PL1,428,220,GENERATING_UNIT
EC-GDFS-1803dd6793f64424aa20,2020-11-10T08:30:00+01:00,2020-11-10T17:24:00+01:00,PLANNED_MAINTENANCE,FOSSIL_GAS,INACTIVE,SPEM pointe,45,0,GENERATING_UNIT
EC-TDE-DEPROD20201112063850,2020-11-12T05:00:00+01:00,2020-11-12T09:00:00+01:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,Croix-de-Metz,413,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00055000,2020-11-17T10:00:00+01:00,2020-11-17T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 1,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00055001,2020-11-17T10:00:00+01:00,2020-11-17T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 2,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00055002,2020-11-17T10:00:00+01:00,2020-11-17T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 4,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00055003,2020-11-17T10:00:00+01:00,2020-11-17T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 3,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00062502,2020-11-17T12:00:00+01:00,2020-11-17T15:40:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,MALGOVERT,297,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00063779,2020-11-16T14:30:00+01:00,2020-11-16T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SISTERON 1,124,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00063782,2020-11-17T08:30:00+01:00,2020-11-17T13:30:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SISTERON 1,124,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00063783,2020-11-17T13:30:00+01:00,2020-11-17T15:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SISTERON 1,124,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065285,2020-11-15T08:00:00+01:00,2020-11-15T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065286,2020-11-16T08:00:00+01:00,2020-11-16T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065287,2020-11-17T08:00:00+01:00,2020-11-17T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065288,2020-11-18T08:00:00+01:00,2020-11-18T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065312,2020-11-15T18:00:00+01:00,2020-11-15T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065313,2020-11-16T18:00:00+01:00,2020-11-16T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065314,2020-11-17T18:00:00+01:00,2020-11-17T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065315,2020-11-18T18:00:00+01:00,2020-11-18T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065422,2020-11-18T07:30:00+01:00,2020-11-18T11:40:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065432,2020-11-16T07:30:00+01:00,2020-11-16T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,VILLARODIN 1,182,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065443,2020-11-17T07:00:00+01:00,2020-11-17T08:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,10,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065444,2020-11-17T08:00:00+01:00,2020-11-17T09:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,20,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065445,2020-11-17T09:00:00+01:00,2020-11-17T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,27,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065446,2020-11-17T17:00:00+01:00,2020-11-17T18:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,17,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065447,2020-11-17T18:00:00+01:00,2020-11-17T19:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,10,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065448,2020-11-17T19:00:00+01:00,2020-11-17T20:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,5,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065473,2020-11-15T07:30:00+01:00,2020-11-15T07:31:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065474,2020-11-15T08:07:00+01:00,2020-11-15T09:55:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065479,2020-11-15T22:45:00+01:00,2020-11-17T17:30:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065480,2020-11-16T01:51:00+01:00,2020-11-16T11:24:00+01:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,SISTERON 1,124,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065482,2020-11-16T03:14:00+01:00,2020-11-16T04:15:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 2,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065485,2020-11-18T08:00:00+01:00,2020-11-18T09:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN,808,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065488,2020-11-18T07:00:00+01:00,2020-11-18T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,COCHE,384,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065505,2020-11-17T12:00:00+01:00,2020-11-19T18:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 2,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065525,2020-11-18T07:31:00+01:00,2020-11-18T08:00:00+01:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 2,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065563,2020-11-18T17:53:00+01:00,2020-11-18T19:26:00+01:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,MALGOVERT,297,249,PRODUCTION_UNIT
EC-EDF-05470-EDF-T-00050883,2020-11-16T13:00:00+01:00,2020-11-17T13:30:00+01:00,PLANNED_MAINTENANCE,FOSSIL_OIL,INACTIVE,MONTEREAU 5,185,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050884,2020-11-16T13:00:00+01:00,2020-11-17T13:30:00+01:00,PLANNED_MAINTENANCE,FOSSIL_OIL,INACTIVE,MONTEREAU 6,185,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050900,2020-11-15T02:00:00+01:00,2020-11-15T05:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 1,1330,775,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050914,2020-11-15T05:00:00+01:00,2020-11-15T19:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 1,1330,1060,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050942,2020-11-14T12:00:00+01:00,2020-11-19T05:30:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,GOLFECH 2,1310,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050945,2020-11-14T17:00:00+01:00,2020-11-18T09:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,TRICASTIN 1,915,770,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050946,2020-11-14T17:00:00+01:00,2020-11-23T05:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,GRAVELINES 6,910,810,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050953,2020-11-14T20:49:00+01:00,2020-11-16T06:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 2,915,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050958,2020-11-14T23:30:00+01:00,2020-11-15T08:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,DAMPIERRE 3,890,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050964,2020-11-15T10:00:00+01:00,2020-11-15T12:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 3,1330,1160,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050965,2020-11-15T08:20:00+01:00,2020-11-15T08:45:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BLAYAIS 2,910,420,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050973,2020-11-15T15:10:00+01:00,2020-11-29T14:36:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,PENLY 1,1330,840,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050975,2020-11-16T07:00:00+01:00,2020-11-16T10:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 2,915,368,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050976,2020-11-16T10:00:00+01:00,2020-11-16T22:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 2,915,695,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050978,2020-11-15T16:30:00+01:00,2020-11-15T18:30:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,ST LAURENT 1,915,780,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050996,2020-11-18T03:30:00+01:00,2020-11-18T05:30:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CRUAS 2,915,680,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051000,2020-11-18T10:10:00+01:00,2020-11-18T23:35:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,TRICASTIN 1,915,530,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051010,2020-11-18T23:35:00+01:00,2020-11-19T16:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,TRICASTIN 1,915,730,GENERATING_UNIT
EC-EDF-05470-EDF-H-00063811,2020-11-23T14:30:00+01:00,2020-11-23T16:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SISTERON 2,126,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065290,2020-11-20T08:00:00+01:00,2020-11-20T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065291,2020-11-21T08:00:00+01:00,2020-11-21T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065292,2020-11-22T08:00:00+01:00,2020-11-22T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065293,2020-11-23T08:00:00+01:00,2020-11-23T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065317,2020-11-20T18:00:00+01:00,2020-11-20T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065318,2020-11-21T18:00:00+01:00,2020-11-21T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065319,2020-11-22T18:00:00+01:00,2020-11-22T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065320,2020-11-23T18:00:00+01:00,2020-11-23T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065385,2020-11-19T07:00:00+01:00,2020-11-20T15:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,CHEYLAS 2,259,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065391,2020-11-23T15:00:00+01:00,2020-11-23T16:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,COCHE,384,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065490,2020-11-20T07:00:00+01:00,2020-11-20T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,COCHE,384,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065535,2020-11-20T09:00:00+01:00,2020-11-20T12:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,BROMMAT 7,240,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065561,2020-11-23T14:30:00+01:00,2020-11-23T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,PIED DE BORNE,109,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065570,2020-11-21T08:00:00+01:00,2020-11-21T15:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN 2,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065571,2020-11-21T13:00:00+01:00,2020-11-21T15:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065572,2020-11-20T08:00:00+01:00,2020-11-20T10:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN 1,202,50,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065573,2020-11-20T10:00:00+01:00,2020-11-20T12:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN 1,202,100,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065592,2020-11-21T13:30:00+01:00,2020-11-21T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065608,2020-11-23T13:30:00+01:00,2020-11-23T15:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,BROMMAT 7,240,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00026239,2020-11-22T00:00:00+01:00,2021-06-24T08:30:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BUGEY 4,880,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050246,2020-11-20T20:00:00+01:00,2020-11-21T19:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BUGEY 4,880,700,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050780,2020-11-22T00:00:00+01:00,2020-11-23T12:00:00+01:00,PLANNED_MAINTENANCE,FOSSIL_OIL,INACTIVE,ARRIGHI 1,125,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00050879,2020-11-21T06:30:00+01:00,2020-11-21T12:20:00+01:00,PLANNED_MAINTENANCE,FOSSIL_OIL,INACTIVE,ARRIGHI 1,125,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051023,2020-11-19T09:10:00+01:00,2020-11-20T02:40:00+01:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,MARTIGUES PONTEAU 5,465,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051032,2020-11-21T01:00:00+01:00,2020-11-21T02:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 1,1330,1060,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051042,2020-11-20T21:40:00+01:00,2020-11-21T07:00:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CHINON 1,905,420,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051048,2020-11-21T19:00:00+01:00,2020-11-22T00:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BUGEY 4,880,444,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051050,2020-11-22T08:30:00+01:00,2020-11-22T16:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PENLY 1,1330,200,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051051,2020-11-22T16:00:00+01:00,2020-11-22T17:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PENLY 1,1330,480,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051057,2020-11-21T15:30:00+01:00,2020-11-21T17:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CHINON 3,905,750,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051065,2020-11-22T12:00:00+01:00,2020-11-22T14:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 2,915,680,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051070,2020-11-22T07:00:00+01:00,2020-11-22T12:00:00+01:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CRUAS 2,915,440,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051085,2020-11-22T18:00:00+01:00,2020-11-29T23:30:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BLAYAIS 1,910,787,GENERATING_UNIT
EC-EDF-05470-EDF-T-00051100,2020-11-23T19:30:00+01:00,2020-12-02T22:00:00+01:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 4,915,785,GENERATING_UNIT
EC-TDE-DEPROD20201123021702,2020-11-23T03:00:00+01:00,2020-11-23T19:00:00+01:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,Pont-sur-Sambre,412,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00053851,2020-11-26T13:30:00+01:00,2020-11-26T16:30:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00053890,2020-11-25T13:30:00+01:00,2020-11-25T16:30:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 10,170,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065295,2020-11-25T08:00:00+01:00,2020-11-25T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065296,2020-11-26T08:00:00+01:00,2020-11-26T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065297,2020-11-27T08:00:00+01:00,2020-11-27T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065322,2020-11-25T18:00:00+01:00,2020-11-25T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065323,2020-11-26T18:00:00+01:00,2020-11-26T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065324,2020-11-27T18:00:00+01:00,2020-11-27T21:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065424,2020-11-25T13:30:00+01:00,2020-11-25T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065425,2020-11-25T13:30:00+01:00,2020-11-25T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065426,2020-11-25T13:30:00+01:00,2020-11-25T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065427,2020-11-25T13:30:00+01:00,2020-11-25T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 2,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065428,2020-11-25T13:30:00+01:00,2020-11-25T17:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 5,162,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065487,2020-11-28T08:00:00+01:00,2020-11-28T16:00:00+01:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,REVIN,808,0,PRODUCTION_UNIT
