identifier,start_date,end_date,type,production_type,status,name,installed_capacity,available_capacity,unit_type 
EC-EDF-05470-EDF-T-00078927,2022-06-27T21:53:00+02:00,2022-06-28T15:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,MARTIGUES PONTEAU 5,465,266,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078929,2022-06-27T22:30:00+02:00,2022-07-27T10:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BLAYAIS 1,910,670,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078935,2022-06-28T07:06:00+02:00,2022-06-28T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 1,1330,400,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078938,2022-06-28T07:12:00+02:00,2022-06-29T23:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 2,910,305,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078943,2022-06-28T09:15:00+02:00,2022-07-02T00:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,GRAVELINES 2,910,800,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078981,2022-06-28T14:36:00+02:00,2022-06-28T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 3,1330,350,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078989,2022-06-29T00:00:00+02:00,2022-06-29T02:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,GRAVELINES 4,910,640,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078990,2022-06-28T17:46:00+02:00,2022-06-28T19:30:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_OIL,ACTIVE,MONTEREAU 6,185,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00078996,2022-06-29T06:50:00+02:00,2022-06-29T10:26:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,PALUEL 3,1330,600,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079045,2022-06-30T00:00:00+02:00,2022-06-30T02:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,GRAVELINES 4,910,650,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079049,2022-06-30T08:07:00+02:00,2022-06-30T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 1,1330,400,GENERATING_UNIT
EC-GDFS-13b0be1d3ab0e4ea8aa5,2022-06-30T11:54:00+02:00,2022-07-01T15:17:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,COMBIGOLFE CCG,425,0,GENERATING_UNIT
EC-GDFS-1563560134b1649918b7,2022-06-27T07:00:00+02:00,2022-06-28T17:00:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,ACTIVE,SPEM pointe,45,0,GENERATING_UNIT
EC-TDE-DEPROD20220625123127,2022-06-25T16:00:00+02:00,2022-06-25T17:31:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,FR_LANDIVISIAUPU,446,98,PRODUCTION_UNIT
EC-TDE-DEPROD20220626165308,2022-06-26T16:49:00+02:00,2022-06-26T19:09:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,Croix-de-Metz,445,0,PRODUCTION_UNIT
EC-TDE-DEPROD20220629063800,2022-06-29T06:01:00+02:00,2022-06-29T18:01:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,FR_LANDIVISIAUPU,446,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00062323,2022-07-04T08:00:00+02:00,2022-08-05T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,CHASTANG 2,105,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064031,2022-07-04T07:00:00+02:00,2022-09-09T19:45:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064032,2022-07-04T07:00:00+02:00,2022-09-10T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064033,2022-07-04T07:00:00+02:00,2022-09-09T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 2,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064034,2022-07-04T07:00:00+02:00,2022-09-09T18:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064035,2022-07-04T07:00:00+02:00,2022-08-06T11:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064036,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064037,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064038,2022-07-04T07:00:00+02:00,2022-08-05T20:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064039,2022-07-04T07:00:00+02:00,2022-08-05T18:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064040,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 2,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064041,2022-07-04T07:00:00+02:00,2022-08-05T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064042,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064050,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 11,157,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064051,2022-07-04T07:00:00+02:00,2022-08-05T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 9,157,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064052,2022-07-04T07:00:00+02:00,2022-08-05T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 12,170,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064053,2022-07-04T07:00:00+02:00,2022-08-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 10,170,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065142,2022-07-04T07:00:00+02:00,2022-07-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065147,2022-07-04T07:00:00+02:00,2022-07-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065152,2022-07-04T07:00:00+02:00,2022-07-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065157,2022-07-04T07:00:00+02:00,2022-07-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00066040,2022-07-04T08:00:00+02:00,2022-07-04T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067709,2022-07-04T06:00:00+02:00,2022-07-04T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00068652,2022-07-04T07:00:00+02:00,2022-07-08T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,VOUGLANS,285,154,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00068675,2022-07-01T08:00:00+02:00,2022-07-01T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,MONTEZIC 1,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00077782,2022-07-04T08:00:00+02:00,2022-07-04T15:05:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,CURBANS,139,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00078413,2022-07-04T07:30:00+02:00,2022-07-22T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,ASTON,104,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00079905,2022-07-04T08:44:00+02:00,2022-07-04T13:56:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SAINT CHAMAS,159,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00079909,2022-07-04T07:30:00+02:00,2022-08-05T14:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,CHASTANG 2,105,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079960,2022-07-02T07:30:00+02:00,2022-07-02T13:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN,808,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00079977,2022-07-04T08:00:00+02:00,2022-07-04T15:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SERRE PONCON,384,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00080108,2022-07-04T09:30:00+02:00,2022-07-04T16:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,SERRE PONCON,384,267,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00080648,2022-07-04T07:30:00+02:00,2022-07-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,CHASTANG,293,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00080650,2022-07-01T19:02:00+02:00,2022-07-01T19:59:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00080654,2022-07-04T09:45:00+02:00,2022-07-04T10:30:00+02:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,BORT 2,114,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00080671,2022-07-04T16:34:00+02:00,2022-07-04T17:08:00+02:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,SERRE PONCON,384,291,PRODUCTION_UNIT
EC-EDF-05470-EDF-T-00038426,2022-07-02T00:00:00+02:00,2022-09-07T12:22:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,INACTIVE,GRAVELINES 2,910,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079096,2022-07-04T22:45:00+02:00,2022-07-05T03:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CRUAS 1,915,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079098,2022-07-03T07:30:00+02:00,2022-07-03T10:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BELLEVILLE 1,1310,1185,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079099,2022-07-03T00:30:00+02:00,2022-07-03T02:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 3,1330,1225,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079101,2022-07-01T08:26:00+02:00,2022-07-01T12:45:00+02:00,PLANNED_MAINTENANCE,FOSSIL_OIL,ACTIVE,DIRINON 1,85,80,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079102,2022-07-01T10:00:00+02:00,2022-07-02T12:15:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 2,910,615,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079130,2022-07-01T12:31:00+02:00,2022-07-08T20:30:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,ST ALBAN 2,1335,1225,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079137,2022-07-01T17:08:00+02:00,2022-07-01T20:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PENLY 2,1330,1225,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079181,2022-07-02T14:15:00+02:00,2022-07-03T05:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 2,910,640,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079182,2022-07-02T15:50:00+02:00,2022-07-03T03:06:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BLAYAIS 2,910,600,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079186,2022-07-02T17:30:00+02:00,2022-07-02T19:30:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,CHINON 1,905,738,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079190,2022-07-03T02:40:00+02:00,2022-07-03T06:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CRUAS 2,915,790,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079225,2022-07-03T11:22:00+02:00,2022-07-03T20:30:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,MARTIGUES PONTEAU 5,465,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079226,2022-07-03T11:25:00+02:00,2022-07-03T17:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BLAYAIS 2,910,218,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079231,2022-07-03T14:05:00+02:00,2022-07-05T02:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BELLEVILLE 1,1310,1200,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079236,2022-07-03T17:30:00+02:00,2022-07-03T18:30:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,MARTIGUES PONTEAU 6,465,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079237,2022-07-03T19:00:00+02:00,2022-07-03T23:54:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BLAYAIS 2,910,480,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079238,2022-07-03T22:10:00+02:00,2022-07-04T12:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,ST ALBAN 1,1335,360,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079240,2022-07-04T06:46:00+02:00,2022-07-04T15:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,MARTIGUES PONTEAU 5,465,180,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079241,2022-07-04T06:46:00+02:00,2022-07-04T15:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,MARTIGUES PONTEAU 6,465,194,GENERATING_UNIT
EC-EDF-05470-EDF-T-00079244,2022-07-04T10:12:00+02:00,2022-07-04T10:38:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_OIL,INACTIVE,DIRINON 1,85,0,GENERATING_UNIT
EC-GDFS-105a16cff42524302ae8,2022-07-03T08:00:00+02:00,2022-07-10T16:37:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,INACTIVE,DK6-TV2,231,123,GENERATING_UNIT
EC-GDFS-13bcd693bd8ea4b558ce,2022-07-01T18:00:00+02:00,2022-07-04T12:59:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,COMBIGOLFE CCG,425,0,GENERATING_UNIT
EC-GDFS-13d8d413a2b174b22be3,2022-07-04T14:06:00+02:00,2022-07-08T14:00:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,ACTIVE,COMBIGOLFE CCG,425,0,GENERATING_UNIT
EC-GDFS-143305354a6e644ca850,2022-07-04T13:00:00+02:00,2022-07-04T14:06:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,INACTIVE,COMBIGOLFE CCG,425,80,GENERATING_UNIT
EC-GDFS-182d152376dcc41a4b60,2022-07-03T05:13:00+02:00,2022-07-03T08:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,DK6-TV2,231,0,GENERATING_UNIT
EC-SHEM-indispo3858-2022-07-04-1,2022-07-04T07:37:00+02:00,2022-07-04T07:45:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,INACTIVE,FR_SAINT-PIERRE,122,0,PRODUCTION_UNIT
EC-SHEM-indispo3859-2022-07-04-1,2022-07-04T09:36:00+02:00,2022-07-04T09:45:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,INACTIVE,FR_SAINT-PIERRE,122,0,PRODUCTION_UNIT
EC-CNR-BV220424TS_01,2022-07-08T07:00:00+02:00,2022-08-29T16:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 01 DE LA CENTRALE HYDRAULIQUE DE BOURG-LES-VALENCE,30,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00058363,2022-07-06T07:00:00+02:00,2022-07-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,CHEYLAS,485,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00065143,2022-07-05T07:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065144,2022-07-06T07:00:00+02:00,2022-07-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065145,2022-07-07T07:00:00+02:00,2022-07-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065146,2022-07-08T07:00:00+02:00,2022-07-08T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065148,2022-07-05T07:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065149,2022-07-06T07:00:00+02:00,2022-07-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065150,2022-07-07T07:00:00+02:00,2022-07-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065151,2022-07-08T07:00:00+02:00,2022-07-08T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 8,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065153,2022-07-05T07:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065154,2022-07-06T07:00:00+02:00,2022-07-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065155,2022-07-07T07:00:00+02:00,2022-07-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065156,2022-07-08T07:00:00+02:00,2022-07-08T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 6,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065158,2022-07-05T07:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065159,2022-07-06T07:00:00+02:00,2022-07-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065160,2022-07-07T07:00:00+02:00,2022-07-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00065161,2022-07-08T07:00:00+02:00,2022-07-08T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 5,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00066041,2022-07-05T08:00:00+02:00,2022-07-05T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00066042,2022-07-06T08:00:00+02:00,2022-07-06T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067710,2022-07-05T06:00:00+02:00,2022-07-05T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067711,2022-07-06T06:00:00+02:00,2022-07-06T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067712,2022-07-07T06:00:00+02:00,2022-07-07T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067713,2022-07-08T06:00:00+02:00,2022-07-08T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067714,2022-07-09T06:00:00+02:00,2022-07-09T08:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,42,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067810,2022-07-05T08:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,SAINT ESTEVE,146,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00070424,2022-07-07T08:00:00+02:00,2022-07-07T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00070425,2022-07-08T08:00:00+02:00,2022-07-08T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,ORAISON,188,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00070804,2022-07-07T08:00:00+02:00,2022-07-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,AIGLE,360,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00077129,2022-07-05T08:00:00+02:00,2022-07-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,SARRANS,183,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00077783,2022-07-05T08:00:00+02:00,2022-07-05T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00077784,2022-07-06T08:00:00+02:00,2022-07-06T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,CURBANS,139,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00077785,2022-07-07T08:00:00+02:00,2022-07-07T15:15:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,CURBANS,139,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00077786,2022-07-08T08:00:00+02:00,2022-07-08T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,CURBANS,139,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00079046,2022-07-05T08:00:00+02:00,2022-07-06T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,CHASTANG 3,106,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079372,2022-07-07T08:00:00+02:00,2022-07-08T09:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,INACTIVE,CHASTANG 1,98,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079900,2022-07-05T08:00:00+02:00,2022-07-06T13:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 1,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079978,2022-07-05T08:00:00+02:00,2022-07-05T16:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,INACTIVE,SERRE PONCON,384,0,PRODUCTION_UNIT
